UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,StockNumber,ItemName,Category,Description,Branch,UnitOfIssue,UnitPrice,MaxQtyPerRequest,LeadTimeDays,ApprovedVendors,Reference,Active,FSC,NIIN
F2D02177E9A9832469A777F73AADDA3F,A02,,06/07/2007 11:40:10,11/15/2008 08:30:47,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,8345-00-393-3710,"Color, Organizational, Ranger Regiment, 3 ft x 4 ft, embroidered",Organizational Colors,"Color, Organizational, Ranger Regiment, 3 ft x 4 ft, embroidered; per AR 840-10; heraldic specification TIOH.",Army,EA,1494.20,1,120,1CLR7;0PLE4;4TRD6;2MDW7,AR 840-10,Yes,8345,00-393-3710
005F118F33680F6F47B62BE9583535BB,A06,,09/11/2010 10:31:22,02/09/2012 10:20:52,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,8345-01-740-6766,"Streamer, Campaign, World War II, Normandy",Streamer,"Streamer, Campaign, World War II, Normandy; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,30.77,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,Yes,8345,01-740-6766
B8C0244F569D1C570E85B6F689DBD590,A0A,,01/25/2006 10:24:21,03/19/2017 07:19:17,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,8345-01-644-9466,"Streamer, Campaign, World War II, Northern France",Streamer,"Streamer, Campaign, World War II, Northern France; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,46.95,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,Yes,8345,01-644-9466
BD0DBFC0AD204235508E8839109BC364,A0E,,04/19/2005 17:41:18,06/02/2011 13:14:36,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,8345-01-249-1961,"Streamer, Campaign, World War II, Rhineland",Streamer,"Streamer, Campaign, World War II, Rhineland; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,29.32,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,Yes,8345,01-249-1961
60C2DEAF80438132A96A02098A73220C,A12,,12/04/2008 16:30:32,06/16/2019 13:51:01,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,8345-00-230-8673,"Streamer, Campaign, World War II, Ardennes-Alsace",Streamer,"Streamer, Campaign, World War II, Ardennes-Alsace; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,46.65,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,Yes,8345,00-230-8673
1A9447E14E2DCD0B6F047DBD3B5C5D94,A16,,05/24/2011 08:19:54,01/01/2026 15:49:35,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,8345-00-653-4234,"Streamer, Campaign, World War II, Central Europe",Streamer,"Streamer, Campaign, World War II, Central Europe; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,40.60,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,Yes,8345,00-653-4234
9CFAAFEA1762E960D7638BED5ED15607,A1A,,10/28/2009 15:35:50,02/17/2026 17:56:38,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,8345-01-823-1505,"Streamer, Campaign, World War II, Sicily",Streamer,"Streamer, Campaign, World War II, Sicily; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,50.45,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,Yes,8345,01-823-1505
128C3B605FD4663FB4E429EC10FB22CB,A1E,,07/22/2006 09:11:46,05/08/2007 16:56:11,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,8345-01-614-9236,"Streamer, Campaign, World War II, Naples-Foggia",Streamer,"Streamer, Campaign, World War II, Naples-Foggia; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,47.03,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,Yes,8345,01-614-9236
055BDA9C498144800E7321CD8E98CF70,A22,,08/17/2009 12:26:57,10/03/2023 07:04:00,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,8345-01-527-6897,"Streamer, Campaign, World War II, Anzio",Streamer,"Streamer, Campaign, World War II, Anzio; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,35.39,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,Yes,8345,01-527-6897
C3606A31C081A551443AEED683CE7D9F,A26,,03/26/2004 14:09:07,12/30/2015 15:31:52,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,8345-00-449-8989,"Streamer, Campaign, Korean War, UN Defensive",Streamer,"Streamer, Campaign, Korean War, UN Defensive; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,30.98,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,Yes,8345,00-449-8989
385D4F2776ACAB8CB96D0CEC699C536C,A2A,,10/06/2008 16:36:44,12/03/2018 17:02:47,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,8345-01-315-3908,"Streamer, Campaign, Korean War, UN Offensive",Streamer,"Streamer, Campaign, Korean War, UN Offensive; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,53.83,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,No,8345,01-315-3908
4D023CB75641241EB9E5657B8AC698DF,A2E,,11/23/2005 09:37:57,07/03/2022 08:37:46,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,8345-00-187-5505,"Streamer, Campaign, Korean War, CCF Intervention",Streamer,"Streamer, Campaign, Korean War, CCF Intervention; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,50.40,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,Yes,8345,00-187-5505
E87251EA1349F082B6C5526A61E91709,A32,,09/11/2012 09:57:58,04/12/2019 15:29:22,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,8345-01-448-4715,"Streamer, Campaign, Korean War, First UN Counteroffensive",Streamer,"Streamer, Campaign, Korean War, First UN Counteroffensive; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,50.71,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,Yes,8345,01-448-4715
32A6C7158C6F62A2632A6AA67C9DEDE1,A36,,11/30/2009 11:05:57,02/14/2024 07:00:21,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,8345-01-100-9656,"Streamer, Campaign, Korean War, CCF Spring Offensive",Streamer,"Streamer, Campaign, Korean War, CCF Spring Offensive; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,53.97,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,Yes,8345,01-100-9656
31F56A674344D261D3A71C49A409E053,A3A,,04/19/2005 15:06:58,04/12/2020 10:49:03,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,8345-00-770-2197,"Streamer, Campaign, Vietnam, Advisory",Streamer,"Streamer, Campaign, Vietnam, Advisory; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,52.90,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,Yes,8345,00-770-2197
656F663E82316EAE3B1F3C703A198441,A3E,,11/23/2005 14:14:06,02/02/2014 12:34:00,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,8345-01-248-8413,"Streamer, Campaign, Vietnam, Defense",Streamer,"Streamer, Campaign, Vietnam, Defense; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,46.63,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,Yes,8345,01-248-8413
148A0C0734C018D3B0F49A0205B4826D,A42,,10/25/2011 12:13:50,12/22/2022 11:40:22,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,8345-00-389-2988,"Streamer, Campaign, Vietnam, Counteroffensive",Streamer,"Streamer, Campaign, Vietnam, Counteroffensive; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,49.69,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,Yes,8345,00-389-2988
BA4C89D44ED16491579D3C391389D2D2,A46,,10/05/2006 13:15:43,08/19/2010 13:54:59,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,8345-00-615-7394,"Streamer, Campaign, Vietnam, Counteroffensive, Phase II",Streamer,"Streamer, Campaign, Vietnam, Counteroffensive, Phase II; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,29.30,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,Yes,8345,00-615-7394
BF1D0A90DE0AB96D6E898ABF7003A17E,A4A,,10/15/2007 15:04:15,10/19/2024 10:40:55,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,8345-01-168-3771,"Streamer, Campaign, Vietnam, Counteroffensive, Phase III",Streamer,"Streamer, Campaign, Vietnam, Counteroffensive, Phase III; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,47.17,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,Yes,8345,01-168-3771
064A07AC3678F37D42278D6B7A7FA002,A4E,,10/19/2004 08:51:18,05/19/2011 07:25:43,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,8345-01-562-1412,"Streamer, Campaign, Vietnam, Tet Counteroffensive",Streamer,"Streamer, Campaign, Vietnam, Tet Counteroffensive; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,32.86,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,Yes,8345,01-562-1412
E450FE7B8689A833319D4504D4C5A613,A52,,05/09/2009 17:34:00,07/15/2018 12:14:15,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,8345-01-592-4253,"Streamer, Campaign, Vietnam, Counteroffensive, Phase IV",Streamer,"Streamer, Campaign, Vietnam, Counteroffensive, Phase IV; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,42.13,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,Yes,8345,01-592-4253
A7163BDAFD6C5F934C05F0A8075BE263,A56,,08/18/2012 12:40:55,02/27/2018 13:06:32,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,8345-01-211-4707,"Streamer, Campaign, Vietnam, Counteroffensive, Phase V",Streamer,"Streamer, Campaign, Vietnam, Counteroffensive, Phase V; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,40.05,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,Yes,8345,01-211-4707
675B863A51E55DDE8B1F6285798731C0,A5A,,11/27/2011 15:26:27,07/17/2025 15:03:25,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,8345-01-735-7641,"Streamer, Campaign, Southwest Asia, Defense of Saudi Arabia",Streamer,"Streamer, Campaign, Southwest Asia, Defense of Saudi Arabia; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,50.91,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,Yes,8345,01-735-7641
B1D61BCE58734E49067A05BE06BE28EE,A5E,,06/14/2005 11:08:52,06/01/2009 07:22:16,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,8345-00-319-7679,"Streamer, Campaign, Southwest Asia, Liberation and Defense of Kuwait",Streamer,"Streamer, Campaign, Southwest Asia, Liberation and Defense of Kuwait; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,39.92,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,Yes,8345,00-319-7679
9B232CF27331B0DBED86062887608436,A62,,01/19/2011 16:53:56,02/11/2018 11:38:31,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,8345-01-512-1414,"Streamer, Campaign, Southwest Asia, Cease-Fire",Streamer,"Streamer, Campaign, Southwest Asia, Cease-Fire; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,43.41,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,Yes,8345,01-512-1414
E562BEB51B5728E6AE6C75896C30A5A2,A66,,09/02/2004 07:03:43,12/09/2010 17:26:52,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,8345-00-448-1804,"Streamer, Campaign, Iraq, Liberation of Iraq",Streamer,"Streamer, Campaign, Iraq, Liberation of Iraq; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,50.40,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,Yes,8345,00-448-1804
6ABE83C5979D3E0E80406BACE7026C66,A6A,,12/20/2008 15:00:02,02/05/2015 07:53:50,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,8345-00-921-3168,"Streamer, Campaign, Iraq, Transition of Iraq",Streamer,"Streamer, Campaign, Iraq, Transition of Iraq; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,30.62,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,Yes,8345,00-921-3168
7070BFEF6F37467915F90CAAD5609854,A6E,,04/08/2011 17:24:00,06/14/2024 07:33:02,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,8345-01-873-8209,"Streamer, Campaign, Iraq, Iraqi Governance",Streamer,"Streamer, Campaign, Iraq, Iraqi Governance; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,31.01,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,Yes,8345,01-873-8209
49A38874A7D4CAFB902C9A6E584A3E0D,A72,,09/25/2010 13:08:55,12/16/2019 16:07:30,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,8345-00-931-9093,"Streamer, Campaign, Afghanistan, Liberation of Afghanistan",Streamer,"Streamer, Campaign, Afghanistan, Liberation of Afghanistan; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,49.16,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,Yes,8345,00-931-9093
678DF2C026057B181144050655B36F07,A76,,12/11/2009 13:41:26,10/22/2022 15:07:01,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,8345-00-969-8573,"Streamer, Campaign, Afghanistan, Consolidation I",Streamer,"Streamer, Campaign, Afghanistan, Consolidation I; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,40.00,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,Yes,8345,00-969-8573
06ED7C9B5C1E81DC39268B20DB956295,A7A,,03/26/2007 13:13:45,07/24/2012 17:39:51,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,8345-00-475-3038,"Streamer, Campaign, Afghanistan, Consolidation II",Streamer,"Streamer, Campaign, Afghanistan, Consolidation II; per AR 840-10 / CMH lineage; heraldic specification TIOH.",Army,EA,47.80,6,30,3SRF2;5KSB9;6HRT3;1PRQ2,AR 840-10 / CMH lineage,Yes,8345,00-475-3038
1ADD785C8FFE28ECDC37B199F137EBC6,A7E,,07/18/2004 08:18:13,01/06/2006 09:58:26,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,8345-00-750-5254,"Color, Positional, Secretary of the Army, 4 ft 4 in x 5 ft 6 in",Positional Color,"Color, Positional, Secretary of the Army, 4 ft 4 in x 5 ft 6 in; per AR 840-10; heraldic specification TIOH.",Army,EA,561.78,1,90,1CLR7;2VLY8,AR 840-10,Yes,8345,00-750-5254
CFAC9D3B6841BD1E6FD694DBC299AF0B,A82,,07/04/2005 16:16:59,08/24/2018 16:49:24,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,8345-01-588-8830,"Color, Positional, Under Secretary of the Army, 4 ft 4 in x 5 ft 6 in",Positional Color,"Color, Positional, Under Secretary of the Army, 4 ft 4 in x 5 ft 6 in; per AR 840-10; heraldic specification TIOH.",Army,EA,710.81,1,90,1CLR7;2VLY8,AR 840-10,Yes,8345,01-588-8830
02FC8F283C796F27CD953DB490547F47,A86,,09/14/2011 16:26:03,12/08/2016 10:36:08,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,8345-01-833-1103,"Color, Positional, Chief of Staff, Army, 4 ft 4 in x 5 ft 6 in",Positional Color,"Color, Positional, Chief of Staff, Army, 4 ft 4 in x 5 ft 6 in; per AR 840-10; heraldic specification TIOH.",Army,EA,958.19,1,90,1CLR7;2VLY8,AR 840-10,Yes,8345,01-833-1103
BB904DA44311DC7CD24427C22FF56156,A8A,,03/27/2012 11:55:32,04/25/2026 07:35:30,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,8345-00-767-1534,"Color, Positional, Vice Chief of Staff, Army, 4 ft 4 in x 5 ft 6 in",Positional Color,"Color, Positional, Vice Chief of Staff, Army, 4 ft 4 in x 5 ft 6 in; per AR 840-10; heraldic specification TIOH.",Army,EA,796.40,1,90,1CLR7;2VLY8,AR 840-10,Yes,8345,00-767-1534
51BCE9B036E78F674451AF3FF3C34DC0,A8E,,05/03/2006 16:35:15,05/31/2023 17:01:31,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,8345-00-366-6914,"Color, Positional, Sergeant Major of the Army, 4 ft 4 in x 5 ft 6 in",Positional Color,"Color, Positional, Sergeant Major of the Army, 4 ft 4 in x 5 ft 6 in; per AR 840-10; heraldic specification TIOH.",Army,EA,508.17,1,90,1CLR7;2VLY8,AR 840-10,Yes,8345,00-366-6914
3552C408EAFFE04BDD76CF4982E97229,A92,,06/15/2009 07:24:19,05/17/2025 09:43:17,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,8345-01-641-4974,"Color, Positional, General (4-star), 4 ft 4 in x 5 ft 6 in",Positional Color,"Color, Positional, General (4-star), 4 ft 4 in x 5 ft 6 in; per AR 840-10; heraldic specification TIOH.",Army,EA,559.26,1,90,1CLR7;2VLY8,AR 840-10,Yes,8345,01-641-4974
99C54060D8D614C94EE049F742C8C39A,A96,,12/01/2008 12:38:20,02/27/2026 15:54:09,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,8345-01-144-6208,"Color, Positional, Lieutenant General (3-star), 4 ft 4 in x 5 ft 6 in",Positional Color,"Color, Positional, Lieutenant General (3-star), 4 ft 4 in x 5 ft 6 in; per AR 840-10; heraldic specification TIOH.",Army,EA,408.32,1,90,1CLR7;2VLY8,AR 840-10,Yes,8345,01-144-6208
9DB2DFC0912DA00388367A6B815A725C,A9A,,04/29/2004 12:36:51,05/23/2010 07:22:16,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,8345-01-785-8646,"Color, Positional, Major General (2-star), 4 ft 4 in x 5 ft 6 in",Positional Color,"Color, Positional, Major General (2-star), 4 ft 4 in x 5 ft 6 in; per AR 840-10; heraldic specification TIOH.",Army,EA,609.27,1,90,1CLR7;2VLY8,AR 840-10,Yes,8345,01-785-8646
F0234BCA2F05F50B72BB549CD5F6F425,A9E,,01/05/2008 17:21:25,01/12/2019 16:18:57,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,8345-01-320-9566,"Color, Positional, Brigadier General (1-star), 4 ft 4 in x 5 ft 6 in",Positional Color,"Color, Positional, Brigadier General (1-star), 4 ft 4 in x 5 ft 6 in; per AR 840-10; heraldic specification TIOH.",Army,EA,1058.26,1,90,1CLR7;2VLY8,AR 840-10,Yes,8345,01-320-9566
4B989BB3CD090D480F6E1B34D9D07B49,AA2,,10/23/2006 07:53:28,10/05/2008 13:14:35,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,8345-01-987-7584,"Color, Positional, Senior Executive Service, Tier 1, 4 ft 4 in x 5 ft 6 in",Positional Color,"Color, Positional, Senior Executive Service, Tier 1, 4 ft 4 in x 5 ft 6 in; per AR 840-10; heraldic specification TIOH.",Army,EA,847.69,1,90,1CLR7;2VLY8,AR 840-10,Yes,8345,01-987-7584
CC01F3B9415960C01F2B49F9ADED4A2A,AA6,,09/16/2009 16:18:01,05/16/2018 15:32:38,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,8345-00-529-1433,"Flag, Automobile, General (4-star), 12 in x 18 in",Automobile Flag,"Flag, Automobile, General (4-star), 12 in x 18 in; per AR 840-10; heraldic specification TIOH.",Army,EA,79.82,2,45,7GRN1;2VLY8;9CST0,AR 840-10,Yes,8345,00-529-1433
668349580FED554701F096264C57875A,AAA,,06/23/2005 14:35:23,08/13/2010 10:52:04,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,8345-01-331-1768,"Flag, Automobile, Lieutenant General (3-star), 12 in x 18 in",Automobile Flag,"Flag, Automobile, Lieutenant General (3-star), 12 in x 18 in; per AR 840-10; heraldic specification TIOH.",Army,EA,68.02,2,45,7GRN1;2VLY8;9CST0,AR 840-10,Yes,8345,01-331-1768
7E68BFE069AFEB359FB4536B51E37A8A,AAE,,01/14/2012 08:52:55,07/11/2013 16:41:39,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,8345-00-809-7000,"Flag, Automobile, Major General (2-star), 12 in x 18 in",Automobile Flag,"Flag, Automobile, Major General (2-star), 12 in x 18 in; per AR 840-10; heraldic specification TIOH.",Army,EA,61.20,2,45,7GRN1;2VLY8;9CST0,AR 840-10,Yes,8345,00-809-7000
4DEC6D80BC3BFD2236BB8D8F1F76AC8F,AB2,,01/27/2009 13:55:24,05/20/2025 10:49:49,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,8345-01-335-1317,"Flag, Automobile, Brigadier General (1-star), 12 in x 18 in",Automobile Flag,"Flag, Automobile, Brigadier General (1-star), 12 in x 18 in; per AR 840-10; heraldic specification TIOH.",Army,EA,55.06,2,45,7GRN1;2VLY8;9CST0,AR 840-10,Yes,8345,01-335-1317
C9097DC572C35E7B35C0654AB46E8E78,AB6,,12/11/2005 10:16:00,11/04/2016 15:07:46,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,8345-01-805-4441,"Flag, Automobile, Secretary of the Army, 12 in x 18 in",Automobile Flag,"Flag, Automobile, Secretary of the Army, 12 in x 18 in; per AR 840-10; heraldic specification TIOH.",Army,EA,58.97,2,45,7GRN1;2VLY8;9CST0,AR 840-10,Yes,8345,01-805-4441
5E8FB91A2C819E5566DE3AF6DB963CC7,ABA,,07/13/2011 16:57:15,08/02/2023 15:01:12,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,8345-00-733-9584,"Flag, Automobile, Chief of Staff, Army, 12 in x 18 in",Automobile Flag,"Flag, Automobile, Chief of Staff, Army, 12 in x 18 in; per AR 840-10; heraldic specification TIOH.",Army,EA,94.56,2,45,7GRN1;2VLY8;9CST0,AR 840-10,Yes,8345,00-733-9584
A6AB65713FB89D346988B881A83B0D98,ABE,,01/16/2009 15:25:52,09/22/2024 10:12:00,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,8455-01-571-8103,"Shoulder Sleeve Insignia, 82nd Airborne Division",Insignia,"Shoulder Sleeve Insignia, 82nd Airborne Division; per AR 670-1 / TIOH; heraldic specification TIOH.",Army,EA,12.37,200,60,0PLE4;8BLU5;2MDW7,AR 670-1 / TIOH,Yes,8455,01-571-8103
EECEC29181375DDD45824510A7067532,AC2,,02/03/2011 12:20:57,05/21/2013 12:00:01,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,8455-01-805-9711,"Shoulder Sleeve Insignia, 101st Airborne Division",Insignia,"Shoulder Sleeve Insignia, 101st Airborne Division; per AR 670-1 / TIOH; heraldic specification TIOH.",Army,EA,6.60,200,60,0PLE4;8BLU5;2MDW7,AR 670-1 / TIOH,Yes,8455,01-805-9711
F890CEBC3F1F52495942162E36C445C2,AC6,,12/29/2012 15:27:25,05/24/2014 15:15:30,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,8455-01-758-6301,"Shoulder Sleeve Insignia, 1st Cavalry Division",Insignia,"Shoulder Sleeve Insignia, 1st Cavalry Division; per AR 670-1 / TIOH; heraldic specification TIOH.",Army,EA,14.83,200,60,0PLE4;8BLU5;2MDW7,AR 670-1 / TIOH,Yes,8455,01-758-6301
8F3BAA5EA4D1C58311BA37672DFEBC82,ACA,,02/04/2005 09:14:19,07/29/2006 14:24:13,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,8455-01-887-8836,"Shoulder Sleeve Insignia, 3rd Infantry Division",Insignia,"Shoulder Sleeve Insignia, 3rd Infantry Division; per AR 670-1 / TIOH; heraldic specification TIOH.",Army,EA,10.90,200,60,0PLE4;8BLU5;2MDW7,AR 670-1 / TIOH,Yes,8455,01-887-8836
DCC2F4B414242E7F1E103956E97C888D,ACE,,06/02/2005 12:13:11,08/14/2021 13:05:09,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,8455-00-852-2229,"Shoulder Sleeve Insignia, 10th Mountain Division",Insignia,"Shoulder Sleeve Insignia, 10th Mountain Division; per AR 670-1 / TIOH; heraldic specification TIOH.",Army,EA,10.47,200,60,0PLE4;8BLU5;2MDW7,AR 670-1 / TIOH,Yes,8455,00-852-2229
2FED26F4327C6978C2ACAE58672A3613,AD2,,05/24/2009 09:20:12,03/13/2025 08:30:14,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,8455-00-167-7687,"Shoulder Sleeve Insignia, 25th Infantry Division",Insignia,"Shoulder Sleeve Insignia, 25th Infantry Division; per AR 670-1 / TIOH; heraldic specification TIOH.",Army,EA,4.04,200,60,0PLE4;8BLU5;2MDW7,AR 670-1 / TIOH,Yes,8455,00-167-7687
637A90F17CB28F323E7B84C5AACFB2EC,AD6,,02/09/2010 11:55:06,07/24/2012 10:44:12,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,8455-00-578-8718,"Shoulder Sleeve Insignia, 1st Armored Division",Insignia,"Shoulder Sleeve Insignia, 1st Armored Division; per AR 670-1 / TIOH; heraldic specification TIOH.",Army,EA,17.61,200,60,0PLE4;8BLU5;2MDW7,AR 670-1 / TIOH,Yes,8455,00-578-8718
EFFC5E43E65DEE005A7BB13B72755DE4,ADA,,07/19/2010 08:46:50,05/17/2013 16:07:35,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,8455-00-298-2640,"Shoulder Sleeve Insignia, 4th Infantry Division",Insignia,"Shoulder Sleeve Insignia, 4th Infantry Division; per AR 670-1 / TIOH; heraldic specification TIOH.",Army,EA,13.38,200,60,0PLE4;8BLU5;2MDW7,AR 670-1 / TIOH,Yes,8455,00-298-2640
CE68F6644DDD80DECE1048E89A1F05E5,ADE,,12/09/2010 10:19:32,12/31/2021 10:50:03,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,8455-00-999-8364,"Shoulder Sleeve Insignia, TACOM",Insignia,"Shoulder Sleeve Insignia, TACOM; per AR 670-1 / TIOH; heraldic specification TIOH.",Army,EA,14.65,200,60,0PLE4;8BLU5;2MDW7,AR 670-1 / TIOH,Yes,8455,00-999-8364
66E5CF73B809101134C2B1D43F23E3B4,AE2,,10/24/2012 11:15:47,09/06/2017 16:11:57,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,8455-00-282-4042,"Shoulder Sleeve Insignia, Army Materiel Command",Insignia,"Shoulder Sleeve Insignia, Army Materiel Command; per AR 670-1 / TIOH; heraldic specification TIOH.",Army,EA,6.79,200,60,0PLE4;8BLU5;2MDW7,AR 670-1 / TIOH,Yes,8455,00-282-4042
